theta	divergence	ratio
9.17200827935	21	0.416909467243
8.12377876171	17	0.451321042317
14.4131558675	28	0.497005374743
11.0064099352	27	0.393086069115
12.8408115911	25	0.493877368888
4.97909020879	11	0.414924184066
17.0337296616	50	0.333994699248
11.530524694	17	0.640584705224
7.8617213823	23	0.327571724262
15.985500144	33	0.470161768941
8.64789352053	16	0.508699618855
8.38583614112	14	0.559055742741
12.0546394529	26	0.446468127884
7.59966400289	17	0.422203555716
6.02731972643	14	0.401821315095
9.69612303817	19	0.484806151908
10.4822951764	30	0.338138554077
13.6269837293	33	0.400793639098
6.81349186466	13	0.486677990333
8.38583614112	13	0.598988295794
6.55143448525	13	0.467959606089
11.0064099352	20	0.52411475882
19.9163608352	44	0.442585796337
4.71703282938	11	0.393086069115
6.81349186466	19	0.340674593233
12.0546394529	20	0.574030450136
14.675213247	31	0.458600413967
9.17200827935	18	0.48273727786
8.64789352053	22	0.375995370458
1.31028689705	2	0.436762299017
11.7925820734	16	0.693681298438
9.17200827935	13	0.655143448525
9.43406565876	18	0.496529771514
14.9372706264	33	0.439331489011
6.28937710584	16	0.369963359167
13.1028689705	27	0.467959606089
6.28937710584	3	1.57234427646
9.69612303817	18	0.510322265167
11.7925820734	24	0.471703282938
1.04822951764	3	0.26205737941
7.8617213823	17	0.436762299017
9.69612303817	23	0.40400512659
15.7234427646	38	0.403165199092
6.55143448525	15	0.409464655328
13.8890411087	28	0.478932452025
4.45497544997	8	0.494997272219
9.69612303817	15	0.606007689885
9.43406565876	17	0.52411475882
12.5787542117	26	0.465879785618
9.69612303817	21	0.440732865371
3.66880331174	9	0.366880331174
2.6205737941	5	0.436762299017
9.69612303817	13	0.692580217012
8.38583614112	16	0.493284478889
19.6543034557	55	0.350969704567
15.7234427646	43	0.357350971923
9.69612303817	15	0.606007689885
11.2684673146	32	0.341468706504
7.07554924407	12	0.544273018774
7.33760662348	16	0.431623919028
8.38583614112	16	0.493284478889
6.02731972643	11	0.502276643869
5.76526234702	13	0.411804453358
13.1028689705	22	0.569689955239
7.07554924407	12	0.544273018774
11.0064099352	16	0.647435878542
4.97909020879	11	0.414924184066
7.33760662348	12	0.564431278729
7.07554924407	17	0.393086069115
12.0546394529	23	0.502276643869
6.02731972643	8	0.669702191825
10.220237797	10	0.929112526999
5.76526234702	7	0.720657793377
13.1028689705	37	0.344812341329
3.14468855292	7	0.393086069115
13.8890411087	28	0.478932452025
14.675213247	22	0.638052749868
7.59966400289	19	0.379983200144
10.220237797	20	0.486677990333
11.7925820734	17	0.655143448525
7.59966400289	19	0.379983200144
4.45497544997	10	0.404997768179
6.02731972643	8	0.669702191825
12.5787542117	9	1.25787542117
3.93086069115	9	0.393086069115
6.55143448525	10	0.595584953204
5.50320496761	7	0.687900620951
8.12377876171	20	0.3868466077
8.90995089994	23	0.371247954164
10.220237797	27	0.36500849275
9.17200827935	19	0.458600413967
3.66880331174	8	0.407644812415
3.66880331174	12	0.282215639365
8.38583614112	10	0.762348740102
18.0819591793	15	1.13012244871
4.45497544997	15	0.278435965623
10.220237797	15	0.638764862312
16.5096149028	16	0.971153817813
7.59966400289	20	0.361888762042
4.97909020879	12	0.383006939138
2.88263117351	5	0.480438528918
6.81349186466	11	0.567790988722
8.38583614112	17	0.465879785618
6.81349186466	15	0.425843241541
6.81349186466	12	0.52411475882
17.8199017999	18	0.937889568415
13.8890411087	25	0.534193888797
4.19291807056	7	0.52411475882
7.07554924407	7	0.884443655509
6.55143448525	11	0.545952873771
0.0	16	0.0
3.66880331174	5	0.611467218623
3.40674593233	3	0.851686483082
8.38583614112	16	0.493284478889
6.02731972643	9	0.602731972643
6.28937710584	11	0.52411475882
4.71703282938	5	0.78617213823
8.64789352053	15	0.540493345033
3.40674593233	4	0.681349186466
7.8617213823	13	0.561551527307
10.220237797	18	0.537907252473
4.71703282938	11	0.393086069115
8.64789352053	15	0.540493345033
3.93086069115	5	0.655143448525
8.64789352053	13	0.617706680038
5.76526234702	14	0.384350823135
12.0546394529	16	0.709096438403
8.38583614112	19	0.419291807056
10.4822951764	15	0.655143448525
10.4822951764	22	0.455751964191
3.14468855292	5	0.52411475882
8.38583614112	22	0.364601571353
8.90995089994	22	0.387389169563
8.64789352053	11	0.720657793377
13.3649263499	34	0.381855038569
12.0546394529	32	0.365292104632
7.07554924407	13	0.505396374576
8.38583614112	20	0.399325530529
13.3649263499	27	0.477318798211
4.19291807056	11	0.349409839213
9.95818041758	17	0.553232245421
5.50320496761	8	0.611467218623
10.7443525558	14	0.716290170387
7.59966400289	19	0.379983200144
5.2411475882	13	0.374367684871
4.71703282938	12	0.362848679183
7.07554924407	10	0.643231749461
6.55143448525	17	0.363968582514
9.95818041758	16	0.585775318681
8.12377876171	19	0.406188938085
10.7443525558	26	0.397938983548
7.33760662348	11	0.611467218623
9.95818041758	20	0.474199067504
9.95818041758	23	0.414924184066
7.59966400289	20	0.361888762042
8.90995089994	15	0.556871931246
7.8617213823	12	0.604747798638
8.64789352053	10	0.78617213823
9.43406565876	11	0.78617213823
6.28937710584	16	0.369963359167
5.2411475882	11	0.436762299017
11.7925820734	27	0.42116364548
9.43406565876	23	0.393086069115
6.02731972643	13	0.430522837602
0.78617213823	1	0.393086069115
3.66880331174	6	0.52411475882
6.81349186466	12	0.52411475882
7.8617213823	11	0.655143448525
5.76526234702	10	0.52411475882
6.02731972643	13	0.430522837602
6.55143448525	11	0.545952873771
8.38583614112	21	0.381174370051
9.17200827935	22	0.398782968667
5.2411475882	8	0.582349732022
3.14468855292	5	0.52411475882
6.81349186466	9	0.681349186466
5.50320496761	9	0.550320496761
7.07554924407	19	0.353777462203
4.45497544997	7	0.556871931246
9.17200827935	22	0.398782968667
5.2411475882	6	0.748735369743
8.38583614112	14	0.559055742741
1.83440165587	2	0.611467218623
6.28937710584	11	0.52411475882
8.90995089994	21	0.404997768179
3.93086069115	8	0.436762299017
6.55143448525	8	0.727937165028
9.43406565876	24	0.37736262635
0.26205737941	1	0.131028689705
8.64789352053	19	0.432394676026
8.38583614112	16	0.493284478889
9.95818041758	11	0.829848368131
12.0546394529	9	1.20546394529
3.40674593233	5	0.567790988722
4.71703282938	8	0.52411475882
3.40674593233	7	0.425843241541
4.45497544997	7	0.556871931246
6.55143448525	10	0.595584953204
4.97909020879	9	0.497909020879
2.09645903528	3	0.52411475882
4.97909020879	10	0.452644564435
7.33760662348	9	0.733760662348
6.55143448525	15	0.409464655328
3.93086069115	7	0.491357586394
4.19291807056	9	0.419291807056
4.71703282938	6	0.673861832768
3.14468855292	9	0.314468855292
9.17200827935	14	0.611467218623
5.2411475882	8	0.582349732022
3.66880331174	8	0.407644812415
4.97909020879	15	0.311193138049
7.33760662348	9	0.733760662348
12.5787542117	32	0.381174370051
9.17200827935	28	0.316276147564
1.31028689705	4	0.26205737941
5.76526234702	5	0.960877057836
4.19291807056	12	0.322532159274
5.2411475882	8	0.582349732022
2.6205737941	6	0.374367684871
6.81349186466	13	0.486677990333
4.97909020879	9	0.497909020879
3.66880331174	6	0.52411475882
2.6205737941	7	0.327571724262
7.07554924407	13	0.505396374576
6.02731972643	12	0.463639978956
3.40674593233	3	0.851686483082
6.81349186466	10	0.619408351333
4.45497544997	8	0.494997272219
0.26205737941	0	0.26205737941
8.90995089994	22	0.387389169563
1.57234427646	1	0.78617213823
6.28937710584	12	0.483798238911
11.0064099352	28	0.379531377076
9.69612303817	9	0.969612303817
5.76526234702	9	0.576526234702
8.90995089994	13	0.636425064281
4.71703282938	11	0.393086069115
7.8617213823	12	0.604747798638
3.93086069115	10	0.357350971923
5.76526234702	14	0.384350823135
1.04822951764	3	0.26205737941
7.07554924407	20	0.336930916384
4.19291807056	5	0.698819678426
0.78617213823	2	0.26205737941
9.69612303817	22	0.421570566877
4.97909020879	10	0.452644564435
8.38583614112	18	0.441359796901
8.64789352053	18	0.455152290554
3.66880331174	5	0.611467218623
4.45497544997	9	0.445497544997
6.02731972643	6	0.861045675204
8.12377876171	23	0.338490781738
9.43406565876	18	0.496529771514
4.97909020879	12	0.383006939138
7.8617213823	10	0.714701943845
8.12377876171	19	0.406188938085
5.76526234702	17	0.320292352612
11.2684673146	29	0.375615577154
3.66880331174	6	0.52411475882
9.95818041758	19	0.497909020879
9.43406565876	25	0.362848679183
4.71703282938	11	0.393086069115
6.81349186466	12	0.52411475882
5.76526234702	12	0.443481719001
6.28937710584	12	0.483798238911
7.33760662348	15	0.458600413967
7.8617213823	17	0.436762299017
5.2411475882	9	0.52411475882
8.38583614112	21	0.381174370051
4.19291807056	11	0.349409839213
7.07554924407	18	0.372397328635
2.88263117351	6	0.411804453358
6.81349186466	12	0.52411475882
4.45497544997	7	0.556871931246
1.31028689705	3	0.327571724262
3.93086069115	5	0.655143448525
0.0	18	0.0
7.33760662348	10	0.667055147589
7.33760662348	10	0.667055147589
5.76526234702	7	0.720657793377
3.66880331174	5	0.611467218623
5.2411475882	10	0.476467962564
2.35851641469	4	0.471703282938
5.2411475882	8	0.582349732022
10.7443525558	27	0.383726876993
3.66880331174	8	0.407644812415
4.19291807056	14	0.279527871371
5.50320496761	10	0.500291360692
2.35851641469	4	0.471703282938
1.57234427646	1	0.78617213823
6.28937710584	11	0.52411475882
3.14468855292	6	0.449241221846
11.0064099352	14	0.733760662348
6.81349186466	16	0.400793639098
4.19291807056	7	0.52411475882
10.220237797	12	0.78617213823
12.3166968323	14	0.821113122151
12.3166968323	31	0.384896776008
7.07554924407	19	0.353777462203
5.76526234702	11	0.480438528918
8.38583614112	20	0.399325530529
6.02731972643	13	0.430522837602
5.2411475882	10	0.476467962564
7.8617213823	18	0.413774809595
0.52411475882	0	0.52411475882
1.57234427646	1	0.78617213823
4.97909020879	9	0.497909020879
4.19291807056	9	0.419291807056
7.33760662348	10	0.667055147589
4.97909020879	7	0.622386276099
6.81349186466	18	0.358604834982
4.97909020879	10	0.452644564435
6.55143448525	17	0.363968582514
6.28937710584	9	0.628937710584
5.50320496761	9	0.550320496761
4.19291807056	10	0.381174370051
12.5787542117	13	0.898482443691
7.07554924407	19	0.353777462203
3.14468855292	6	0.449241221846
8.64789352053	27	0.308853340019
12.5787542117	30	0.405766264893
7.33760662348	12	0.564431278729
4.45497544997	12	0.342690419228
3.93086069115	10	0.357350971923
0.26205737941	1	0.131028689705
7.07554924407	13	0.505396374576
11.530524694	33	0.339133079236
3.14468855292	8	0.349409839213
7.33760662348	11	0.611467218623
5.2411475882	3	1.31028689705
1.31028689705	3	0.327571724262
6.02731972643	14	0.401821315095
8.38583614112	21	0.381174370051
1.83440165587	5	0.305733609312
4.45497544997	7	0.556871931246
0.78617213823	3	0.196543034557
4.19291807056	3	1.04822951764
3.14468855292	8	0.349409839213
7.33760662348	19	0.366880331174
5.50320496761	13	0.393086069115
4.97909020879	13	0.355649300628
4.71703282938	14	0.314468855292
8.38583614112	14	0.559055742741
9.17200827935	24	0.366880331174
1.57234427646	2	0.52411475882
4.97909020879	9	0.497909020879
3.40674593233	4	0.681349186466
7.59966400289	16	0.447039058993
2.09645903528	5	0.349409839213
2.88263117351	9	0.288263117351
3.40674593233	4	0.681349186466
7.33760662348	15	0.458600413967
10.220237797	19	0.511011889849
0.78617213823	2	0.26205737941
4.19291807056	10	0.381174370051
3.66880331174	8	0.407644812415
5.50320496761	6	0.78617213823
4.71703282938	9	0.471703282938
2.09645903528	4	0.419291807056
6.81349186466	18	0.358604834982
3.40674593233	6	0.486677990333
3.14468855292	6	0.449241221846
1.83440165587	4	0.366880331174
0.52411475882	1	0.26205737941
3.66880331174	8	0.407644812415
6.02731972643	10	0.547938156948
7.07554924407	14	0.471703282938
2.35851641469	3	0.589629103672
5.76526234702	5	0.960877057836
2.35851641469	5	0.393086069115
5.50320496761	11	0.458600413967
3.66880331174	5	0.611467218623
4.71703282938	10	0.428821166307
4.45497544997	4	0.890995089994
3.66880331174	6	0.52411475882
9.17200827935	25	0.352769549206
2.88263117351	7	0.360328896689
0.52411475882	1	0.26205737941
3.14468855292	6	0.449241221846
4.19291807056	9	0.419291807056
5.50320496761	8	0.611467218623
7.8617213823	11	0.655143448525
1.04822951764	1	0.52411475882
5.2411475882	10	0.476467962564
8.90995089994	9	0.890995089994
2.35851641469	6	0.336930916384
3.14468855292	8	0.349409839213
3.93086069115	12	0.302373899319
6.02731972643	21	0.273969078474
3.66880331174	6	0.52411475882
0.26205737941	1	0.131028689705
4.97909020879	8	0.553232245421
7.59966400289	6	1.08566628613
9.43406565876	20	0.449241221846
6.81349186466	20	0.324451993555
4.71703282938	9	0.471703282938
6.81349186466	8	0.757054651629
0.0	18	0.0
3.40674593233	7	0.425843241541
5.2411475882	11	0.436762299017
4.45497544997	11	0.371247954164
0.78617213823	1	0.393086069115
6.81349186466	11	0.567790988722
1.31028689705	2	0.436762299017
3.93086069115	8	0.436762299017
0.0	17	0.0
1.57234427646	1	0.78617213823
6.02731972643	9	0.602731972643
3.40674593233	5	0.567790988722
9.95818041758	16	0.585775318681
5.76526234702	6	0.823608906717
3.40674593233	5	0.567790988722
7.33760662348	14	0.489173774899
5.76526234702	14	0.384350823135
5.50320496761	14	0.366880331174
3.66880331174	6	0.52411475882
4.71703282938	5	0.78617213823
0.0	17	0.0
4.71703282938	8	0.52411475882
4.97909020879	4	0.995818041758
4.97909020879	5	0.829848368131
0.0	18	0.0
6.55143448525	8	0.727937165028
3.14468855292	9	0.314468855292
1.57234427646	4	0.314468855292
2.35851641469	3	0.589629103672
6.81349186466	18	0.358604834982
0.52411475882	1	0.26205737941
6.81349186466	11	0.567790988722
6.81349186466	17	0.378527325814
4.71703282938	8	0.52411475882
4.45497544997	9	0.445497544997
3.14468855292	10	0.285880777538
8.64789352053	9	0.864789352053
5.50320496761	12	0.423323459047
2.6205737941	7	0.327571724262
5.50320496761	13	0.393086069115
9.69612303817	27	0.346290108506
5.50320496761	12	0.423323459047
6.81349186466	12	0.52411475882
4.45497544997	13	0.318212532141
4.19291807056	9	0.419291807056
1.31028689705	0	1.31028689705
4.45497544997	8	0.494997272219
0.26205737941	0	0.26205737941
0.52411475882	0	0.52411475882
3.93086069115	2	1.31028689705
9.43406565876	24	0.37736262635
2.09645903528	1	1.04822951764
5.2411475882	6	0.748735369743
3.40674593233	6	0.486677990333
4.71703282938	6	0.673861832768
3.40674593233	8	0.378527325814
7.07554924407	18	0.372397328635
6.02731972643	13	0.430522837602
4.19291807056	6	0.598988295794
3.93086069115	11	0.327571724262
6.02731972643	10	0.547938156948
4.19291807056	9	0.419291807056
1.57234427646	4	0.314468855292
5.50320496761	10	0.500291360692
5.50320496761	15	0.343950310476
3.93086069115	5	0.655143448525
2.6205737941	4	0.52411475882
5.2411475882	10	0.476467962564
4.19291807056	7	0.52411475882
1.57234427646	3	0.393086069115
8.64789352053	20	0.411804453358
5.50320496761	7	0.687900620951
4.45497544997	9	0.445497544997
1.04822951764	1	0.52411475882
3.66880331174	4	0.733760662348
4.19291807056	11	0.349409839213
2.35851641469	6	0.336930916384
2.6205737941	8	0.291174866011
5.76526234702	15	0.360328896689
2.6205737941	4	0.52411475882
5.50320496761	13	0.393086069115
4.19291807056	7	0.52411475882
3.14468855292	9	0.314468855292
6.28937710584	7	0.78617213823
3.14468855292	3	0.78617213823
7.59966400289	13	0.542833143063
4.97909020879	14	0.331939347253
3.66880331174	7	0.458600413967
1.04822951764	0	1.04822951764
2.6205737941	6	0.374367684871
4.97909020879	9	0.497909020879
7.07554924407	14	0.471703282938
3.93086069115	8	0.436762299017
6.81349186466	15	0.425843241541
1.83440165587	6	0.26205737941
3.93086069115	11	0.327571724262
3.93086069115	10	0.357350971923
4.97909020879	7	0.622386276099
1.04822951764	2	0.349409839213
6.28937710584	15	0.393086069115
3.14468855292	6	0.449241221846
4.71703282938	9	0.471703282938
1.83440165587	2	0.611467218623
5.50320496761	12	0.423323459047
9.69612303817	29	0.323204101272
1.57234427646	4	0.314468855292
3.14468855292	11	0.26205737941
2.88263117351	8	0.320292352612
2.88263117351	6	0.411804453358
6.55143448525	11	0.545952873771
3.93086069115	7	0.491357586394
5.76526234702	11	0.480438528918
3.66880331174	12	0.282215639365
1.57234427646	3	0.393086069115
4.71703282938	8	0.52411475882
13.3649263499	33	0.393086069115
4.97909020879	7	0.622386276099
6.55143448525	9	0.655143448525
4.45497544997	5	0.742495908328
9.43406565876	21	0.428821166307
3.66880331174	6	0.52411475882
8.12377876171	19	0.406188938085
2.88263117351	11	0.240219264459
3.66880331174	5	0.611467218623
4.45497544997	7	0.556871931246
6.81349186466	16	0.400793639098
8.64789352053	6	1.23541336008
2.6205737941	7	0.327571724262
4.19291807056	6	0.598988295794
7.59966400289	12	0.584589538684
1.31028689705	4	0.26205737941
6.55143448525	10	0.595584953204
3.66880331174	8	0.407644812415
5.50320496761	8	0.611467218623
5.76526234702	5	0.960877057836
2.09645903528	1	1.04822951764
2.88263117351	6	0.411804453358
5.76526234702	7	0.720657793377
6.02731972643	9	0.602731972643
2.88263117351	5	0.480438528918
6.81349186466	4	1.36269837293
7.33760662348	19	0.366880331174
3.40674593233	8	0.378527325814
2.88263117351	4	0.576526234702
3.14468855292	5	0.52411475882
6.02731972643	11	0.502276643869
8.64789352053	13	0.617706680038
1.83440165587	3	0.458600413967
2.6205737941	8	0.291174866011
4.45497544997	5	0.742495908328
5.2411475882	10	0.476467962564
4.19291807056	7	0.52411475882
2.6205737941	5	0.436762299017
4.71703282938	9	0.471703282938
5.50320496761	6	0.78617213823
4.71703282938	15	0.294814551836
3.66880331174	7	0.458600413967
7.59966400289	17	0.422203555716
1.83440165587	5	0.305733609312
2.09645903528	4	0.419291807056
4.97909020879	13	0.355649300628
2.88263117351	7	0.360328896689
3.93086069115	6	0.561551527307
6.81349186466	12	0.52411475882
2.35851641469	7	0.294814551836
3.14468855292	5	0.52411475882
5.2411475882	10	0.476467962564
4.97909020879	8	0.553232245421
1.83440165587	5	0.305733609312
7.07554924407	18	0.372397328635
7.33760662348	21	0.333527573794
4.19291807056	5	0.698819678426
6.28937710584	5	1.04822951764
6.81349186466	18	0.358604834982
4.19291807056	5	0.698819678426
8.64789352053	28	0.298203224846
2.6205737941	3	0.655143448525
8.12377876171	19	0.406188938085
4.19291807056	8	0.465879785618
9.43406565876	19	0.471703282938
2.09645903528	4	0.419291807056
2.35851641469	6	0.336930916384
4.71703282938	7	0.589629103672
3.14468855292	8	0.349409839213
5.2411475882	7	0.655143448525
3.93086069115	9	0.393086069115
9.69612303817	12	0.745855618321
4.45497544997	9	0.445497544997
2.35851641469	7	0.294814551836
2.09645903528	3	0.52411475882
2.35851641469	5	0.393086069115
6.28937710584	13	0.449241221846
5.50320496761	14	0.366880331174
1.57234427646	2	0.52411475882
6.28937710584	13	0.449241221846
7.33760662348	14	0.489173774899
6.02731972643	14	0.401821315095
3.14468855292	7	0.393086069115
4.71703282938	12	0.362848679183
3.93086069115	8	0.436762299017
4.97909020879	9	0.497909020879
0.52411475882	1	0.26205737941
2.6205737941	6	0.374367684871
3.66880331174	7	0.458600413967
3.93086069115	7	0.491357586394
3.93086069115	6	0.561551527307
1.04822951764	2	0.349409839213
6.02731972643	8	0.669702191825
4.71703282938	12	0.362848679183
7.33760662348	13	0.52411475882
4.71703282938	10	0.428821166307
5.76526234702	7	0.720657793377
7.8617213823	16	0.462454198959
0.0	17	0.0
1.31028689705	4	0.26205737941
1.57234427646	3	0.393086069115
4.19291807056	9	0.419291807056
0.52411475882	2	0.174704919607
2.6205737941	4	0.52411475882
1.83440165587	6	0.26205737941
6.81349186466	10	0.619408351333
7.59966400289	12	0.584589538684
3.66880331174	6	0.52411475882
7.07554924407	18	0.372397328635
2.35851641469	5	0.393086069115
7.59966400289	10	0.690878545717
3.40674593233	6	0.486677990333
2.09645903528	4	0.419291807056
8.64789352053	12	0.665222578502
4.71703282938	7	0.589629103672
3.14468855292	4	0.628937710584
1.04822951764	1	0.52411475882
4.19291807056	3	1.04822951764
6.81349186466	17	0.378527325814
3.93086069115	6	0.561551527307
5.2411475882	4	1.04822951764
5.76526234702	11	0.480438528918
3.66880331174	8	0.407644812415
0.0	17	0.0
4.45497544997	4	0.890995089994
1.83440165587	5	0.305733609312
5.2411475882	11	0.436762299017
3.40674593233	6	0.486677990333
4.97909020879	13	0.355649300628
4.97909020879	18	0.26205737941
6.55143448525	5	1.09190574754
2.88263117351	5	0.480438528918
4.45497544997	10	0.404997768179
4.97909020879	9	0.497909020879
7.59966400289	16	0.447039058993
1.31028689705	4	0.26205737941
4.97909020879	17	0.27661612271
2.09645903528	5	0.349409839213
0.52411475882	1	0.26205737941
5.2411475882	9	0.52411475882
3.93086069115	8	0.436762299017
3.14468855292	9	0.314468855292
3.93086069115	9	0.393086069115
2.88263117351	7	0.360328896689
3.93086069115	9	0.393086069115
3.40674593233	7	0.425843241541
5.50320496761	7	0.687900620951
6.55143448525	6	0.935919212178
5.2411475882	12	0.403165199092
2.88263117351	8	0.320292352612
2.35851641469	3	0.589629103672
2.88263117351	7	0.360328896689
4.71703282938	1	2.35851641469
4.45497544997	7	0.556871931246
4.97909020879	8	0.553232245421
4.71703282938	10	0.428821166307
6.28937710584	10	0.571761555076
1.31028689705	3	0.327571724262
0.26205737941	0	0.26205737941
4.71703282938	6	0.673861832768
3.14468855292	7	0.393086069115
6.02731972643	12	0.463639978956
1.57234427646	3	0.393086069115
12.3166968323	14	0.821113122151
4.71703282938	10	0.428821166307
1.83440165587	2	0.611467218623
2.6205737941	5	0.436762299017
4.71703282938	7	0.589629103672
2.35851641469	5	0.393086069115
7.59966400289	9	0.759966400289
1.31028689705	0	1.31028689705
4.45497544997	11	0.371247954164
3.66880331174	6	0.52411475882
7.07554924407	15	0.442221827754
2.6205737941	7	0.327571724262
4.19291807056	9	0.419291807056
6.28937710584	11	0.52411475882
3.14468855292	3	0.78617213823
4.71703282938	11	0.393086069115
10.4822951764	25	0.403165199092
3.14468855292	5	0.52411475882
3.93086069115	6	0.561551527307
4.19291807056	10	0.381174370051
9.69612303817	12	0.745855618321
4.97909020879	9	0.497909020879
4.19291807056	8	0.465879785618
1.83440165587	4	0.366880331174
3.40674593233	4	0.681349186466
4.19291807056	9	0.419291807056
5.2411475882	9	0.52411475882
2.6205737941	3	0.655143448525
4.97909020879	8	0.553232245421
1.57234427646	2	0.52411475882
2.88263117351	4	0.576526234702
1.31028689705	5	0.218381149508
4.19291807056	4	0.838583614112
5.2411475882	8	0.582349732022
1.31028689705	2	0.436762299017
1.83440165587	4	0.366880331174
5.2411475882	11	0.436762299017
6.28937710584	13	0.449241221846
6.02731972643	9	0.602731972643
2.09645903528	4	0.419291807056
7.07554924407	9	0.707554924407
5.76526234702	18	0.303434860369
4.71703282938	9	0.471703282938
5.76526234702	6	0.823608906717
2.09645903528	3	0.52411475882
4.71703282938	5	0.78617213823
0.26205737941	1	0.131028689705
3.66880331174	3	0.917200827935
3.93086069115	6	0.561551527307
5.76526234702	7	0.720657793377
6.28937710584	16	0.369963359167
2.6205737941	0	2.6205737941
3.14468855292	6	0.449241221846
7.07554924407	13	0.505396374576
2.09645903528	5	0.349409839213
2.88263117351	6	0.411804453358
4.71703282938	5	0.78617213823
6.55143448525	18	0.344812341329
4.71703282938	10	0.428821166307
3.66880331174	5	0.611467218623
2.09645903528	6	0.299494147897
6.02731972643	10	0.547938156948
6.02731972643	5	1.00455328774
6.28937710584	12	0.483798238911
4.45497544997	8	0.494997272219
3.66880331174	4	0.733760662348
5.50320496761	11	0.458600413967
5.76526234702	12	0.443481719001
3.14468855292	5	0.52411475882
4.19291807056	8	0.465879785618
6.28937710584	11	0.52411475882
2.35851641469	6	0.336930916384
3.40674593233	8	0.378527325814
5.2411475882	16	0.308302799306
